id,start_loc,goal_loc,Usage
1676,"[(2, 3), (3, 3), (1, 1), (3, 2), (1, 3), (4, 1), (3, 1)]","[(2, 1), (1, 3), (0, 4), (1, 2), (0, 3), (2, 0), (0, 0)]",Public
1677,"[(0, 2), (1, 1), (1, 3), (3, 0), (4, 1), (4, 4), (1, 2)]","[(4, 2), (2, 4), (0, 4), (0, 0), (2, 3), (3, 3), (1, 1)]",Public
1678,"[(1, 3), (2, 1), (1, 4), (4, 0), (4, 1), (3, 3), (3, 2)]","[(3, 0), (1, 1), (2, 4), (0, 4), (4, 4), (2, 2), (3, 2)]",Public
1679,"[(3, 0), (1, 3), (0, 2), (2, 0), (3, 2), (4, 2), (0, 1)]","[(1, 4), (1, 3), (1, 2), (4, 0), (4, 3), (3, 0), (4, 2)]",Public
1680,"[(3, 1), (1, 4), (2, 3), (2, 2), (4, 1), (3, 4), (4, 4)]","[(4, 2), (0, 0), (3, 3), (1, 0), (0, 2), (3, 4), (2, 0)]",Public
1681,"[(3, 0), (1, 0), (1, 1), (2, 4), (4, 2), (0, 3), (0, 2)]","[(1, 2), (0, 2), (0, 3), (2, 2), (2, 4), (1, 3), (2, 1)]",Public
1682,"[(1, 2), (1, 1), (1, 0), (1, 4), (3, 0), (0, 4), (2, 4)]","[(0, 2), (1, 1), (3, 1), (4, 3), (1, 4), (3, 0), (3, 4)]",Public
1683,"[(4, 1), (0, 1), (4, 2), (0, 4), (0, 0), (2, 1), (1, 0)]","[(0, 1), (0, 3), (3, 2), (1, 2), (3, 3), (1, 0), (0, 0)]",Public
1684,"[(1, 2), (1, 1), (0, 2), (3, 1), (2, 1), (3, 4), (4, 3)]","[(4, 1), (4, 4), (1, 1), (2, 2), (3, 3), (3, 0), (3, 2)]",Public
1685,"[(0, 0), (3, 3), (2, 4), (2, 2), (1, 0), (0, 4), (3, 4)]","[(1, 3), (4, 4), (3, 4), (4, 3), (4, 1), (2, 4), (2, 1)]",Public
1686,"[(4, 1), (2, 1), (0, 1), (2, 2), (0, 4), (0, 2), (0, 0)]","[(0, 2), (2, 2), (3, 3), (4, 1), (4, 2), (3, 1), (1, 1)]",Public
1687,"[(0, 4), (2, 3), (2, 4), (4, 4), (4, 0), (3, 4), (1, 0)]","[(2, 1), (0, 2), (2, 0), (0, 0), (2, 4), (0, 4), (4, 2)]",Public
1688,"[(1, 1), (3, 0), (3, 4), (2, 2), (2, 3), (1, 4), (4, 2)]","[(1, 3), (3, 3), (3, 0), (1, 1), (1, 0), (3, 4), (0, 1)]",Public
1689,"[(3, 4), (2, 3), (4, 0), (3, 0), (0, 2), (0, 0), (3, 2)]","[(4, 0), (2, 2), (3, 2), (4, 1), (3, 1), (1, 1), (2, 4)]",Public
1690,"[(1, 1), (0, 0), (0, 4), (2, 3), (2, 2), (4, 1), (3, 4)]","[(1, 0), (2, 2), (0, 3), (4, 0), (3, 0), (1, 2), (3, 4)]",Public
1691,"[(2, 4), (3, 0), (4, 1), (1, 1), (2, 0), (4, 0), (2, 1)]","[(4, 4), (1, 0), (2, 3), (3, 2), (0, 3), (2, 4), (3, 0)]",Public
1692,"[(4, 4), (0, 1), (1, 2), (4, 0), (1, 1), (3, 4), (0, 2)]","[(2, 4), (0, 3), (1, 4), (4, 2), (4, 1), (2, 3), (3, 1)]",Public
1693,"[(0, 1), (4, 0), (2, 0), (3, 4), (3, 1), (2, 3), (0, 2)]","[(4, 3), (2, 2), (4, 4), (1, 1), (3, 1), (0, 0), (1, 3)]",Public
1694,"[(4, 1), (1, 2), (3, 4), (4, 2), (1, 4), (2, 3), (4, 0)]","[(1, 3), (3, 4), (2, 1), (4, 4), (0, 4), (0, 3), (2, 2)]",Public
1695,"[(4, 2), (3, 2), (2, 1), (3, 1), (4, 1), (0, 0), (4, 0)]","[(3, 3), (1, 0), (3, 4), (1, 2), (4, 2), (3, 0), (1, 1)]",Public
1696,"[(3, 0), (0, 0), (0, 1), (1, 3), (4, 1), (2, 1), (1, 0)]","[(3, 0), (0, 1), (1, 3), (2, 0), (1, 2), (1, 1), (2, 4)]",Public
1697,"[(1, 3), (3, 3), (0, 2), (2, 1), (0, 3), (3, 2), (0, 4)]","[(1, 0), (1, 2), (2, 0), (0, 3), (3, 4), (3, 1), (2, 4)]",Public
1698,"[(1, 4), (4, 4), (4, 3), (2, 1), (1, 1), (0, 1), (3, 3)]","[(4, 0), (0, 1), (2, 2), (1, 0), (3, 3), (2, 1), (3, 1)]",Public
1699,"[(4, 0), (2, 1), (4, 3), (3, 1), (0, 2), (1, 2), (2, 2)]","[(2, 3), (0, 0), (1, 3), (0, 2), (4, 2), (0, 4), (1, 1)]",Public
1700,"[(4, 1), (3, 4), (2, 3), (1, 4), (2, 1), (0, 1), (0, 2)]","[(1, 1), (2, 4), (1, 4), (4, 4), (2, 3), (4, 1), (3, 0)]",Public
1701,"[(0, 4), (4, 1), (0, 3), (0, 1), (2, 4), (2, 3), (4, 4)]","[(0, 0), (4, 4), (4, 1), (0, 1), (4, 0), (2, 2), (1, 3)]",Public
1702,"[(3, 4), (4, 3), (1, 1), (2, 0), (0, 3), (3, 1), (2, 4)]","[(0, 2), (0, 1), (0, 0), (4, 1), (3, 2), (2, 2), (1, 1)]",Public
1703,"[(1, 4), (2, 1), (0, 3), (1, 2), (3, 2), (4, 2), (3, 3)]","[(1, 1), (0, 1), (2, 0), (0, 2), (0, 0), (4, 4), (3, 3)]",Public
1704,"[(0, 2), (0, 1), (2, 1), (3, 2), (0, 3), (3, 4), (1, 0)]","[(0, 4), (0, 0), (4, 1), (2, 4), (0, 2), (3, 2), (4, 0)]",Public
1705,"[(1, 2), (1, 3), (0, 3), (1, 0), (3, 2), (4, 3), (2, 2)]","[(1, 4), (1, 2), (3, 2), (2, 1), (3, 1), (2, 3), (0, 4)]",Public
1706,"[(4, 2), (3, 3), (4, 3), (1, 1), (2, 1), (2, 3), (3, 2)]","[(0, 1), (0, 2), (3, 0), (4, 4), (2, 1), (3, 2), (1, 0)]",Public
1707,"[(4, 0), (0, 0), (2, 2), (1, 2), (1, 0), (4, 4), (0, 3)]","[(4, 2), (1, 3), (0, 4), (3, 0), (1, 2), (4, 1), (3, 3)]",Public
1708,"[(1, 2), (0, 3), (4, 0), (4, 4), (2, 4), (3, 3), (1, 4)]","[(0, 2), (3, 2), (2, 2), (4, 1), (2, 4), (3, 3), (2, 3)]",Public
1709,"[(4, 2), (3, 3), (2, 2), (2, 1), (1, 3), (1, 2), (2, 0)]","[(1, 4), (3, 1), (2, 2), (2, 1), (0, 3), (1, 2), (2, 3)]",Public
1710,"[(0, 1), (2, 2), (3, 1), (3, 4), (2, 3), (1, 4), (2, 1)]","[(0, 1), (4, 2), (2, 1), (2, 2), (0, 0), (2, 0), (1, 3)]",Public
1711,"[(0, 0), (4, 0), (1, 1), (2, 2), (3, 2), (2, 1), (2, 4)]","[(4, 2), (3, 1), (4, 1), (1, 2), (3, 3), (0, 3), (2, 1)]",Public
1712,"[(3, 1), (1, 1), (2, 0), (2, 4), (4, 2), (4, 1), (1, 3)]","[(3, 3), (1, 0), (3, 1), (4, 0), (4, 2), (0, 4), (0, 1)]",Public
1713,"[(0, 4), (3, 4), (4, 0), (3, 2), (0, 0), (0, 2), (1, 1)]","[(1, 1), (2, 3), (0, 1), (0, 2), (2, 2), (0, 4), (2, 4)]",Public
1714,"[(0, 1), (3, 2), (3, 3), (2, 0), (4, 3), (0, 0), (2, 2)]","[(3, 4), (4, 3), (4, 4), (1, 4), (2, 0), (1, 1), (1, 2)]",Public
1715,"[(2, 3), (2, 4), (2, 1), (3, 1), (1, 2), (1, 1), (0, 2)]","[(0, 4), (0, 1), (1, 0), (2, 1), (2, 4), (3, 1), (1, 4)]",Public
1716,"[(2, 2), (0, 4), (2, 3), (3, 0), (0, 3), (0, 2), (3, 1)]","[(4, 2), (2, 1), (1, 4), (0, 2), (2, 0), (1, 0), (0, 1)]",Public
1717,"[(4, 1), (1, 2), (0, 1), (1, 3), (2, 2), (4, 4), (1, 0)]","[(4, 2), (2, 0), (0, 1), (4, 3), (0, 2), (3, 0), (4, 0)]",Public
1718,"[(2, 1), (3, 1), (4, 2), (4, 0), (3, 2), (0, 3), (2, 0)]","[(1, 0), (3, 3), (1, 2), (0, 1), (4, 2), (2, 2), (2, 1)]",Public
1719,"[(3, 1), (2, 2), (1, 0), (2, 0), (4, 1), (3, 0), (3, 3)]","[(0, 4), (4, 0), (2, 4), (1, 4), (3, 1), (4, 3), (2, 1)]",Public
1720,"[(2, 4), (4, 2), (1, 3), (4, 3), (3, 2), (2, 2), (1, 4)]","[(3, 2), (2, 4), (4, 2), (0, 0), (2, 2), (1, 1), (0, 2)]",Public
1721,"[(0, 1), (0, 0), (2, 0), (3, 4), (3, 3), (3, 0), (2, 4)]","[(3, 3), (3, 2), (4, 0), (2, 0), (1, 3), (3, 1), (1, 2)]",Public
1722,"[(0, 3), (1, 4), (0, 4), (2, 2), (4, 2), (2, 0), (4, 0)]","[(0, 4), (3, 0), (0, 2), (1, 1), (3, 3), (0, 0), (1, 2)]",Public
1723,"[(1, 4), (3, 2), (4, 4), (0, 1), (2, 3), (1, 3), (4, 2)]","[(1, 2), (2, 1), (2, 3), (1, 0), (0, 0), (1, 4), (0, 1)]",Public
1724,"[(1, 1), (2, 2), (1, 4), (1, 3), (0, 4), (1, 2), (1, 0)]","[(4, 3), (2, 3), (4, 0), (3, 1), (1, 2), (0, 4), (2, 1)]",Public
1725,"[(4, 2), (3, 3), (3, 1), (1, 0), (4, 3), (2, 4), (3, 0)]","[(2, 2), (0, 2), (4, 0), (2, 3), (1, 1), (1, 2), (1, 4)]",Public
1726,"[(4, 1), (1, 0), (3, 3), (2, 4), (3, 0), (1, 4), (0, 0)]","[(1, 4), (4, 4), (3, 2), (0, 3), (3, 4), (0, 4), (4, 0)]",Public
1727,"[(3, 0), (2, 3), (0, 3), (0, 1), (2, 4), (2, 1), (2, 2)]","[(0, 4), (4, 3), (1, 2), (2, 3), (1, 1), (4, 2), (0, 3)]",Public
1728,"[(3, 4), (0, 2), (0, 1), (2, 2), (0, 4), (3, 3), (1, 2)]","[(4, 3), (4, 0), (3, 2), (0, 0), (3, 3), (1, 1), (2, 4)]",Public
1729,"[(3, 3), (3, 2), (4, 4), (2, 1), (1, 4), (1, 2), (4, 0)]","[(1, 3), (0, 3), (4, 4), (3, 3), (1, 1), (2, 3), (3, 0)]",Public
1730,"[(4, 3), (3, 4), (3, 2), (4, 1), (1, 3), (0, 3), (0, 2)]","[(0, 3), (0, 2), (3, 4), (3, 3), (3, 2), (1, 1), (4, 0)]",Public
1731,"[(3, 3), (0, 3), (2, 3), (1, 1), (1, 3), (4, 4), (2, 0)]","[(2, 4), (4, 2), (2, 3), (0, 0), (4, 1), (1, 0), (0, 3)]",Public
1732,"[(1, 1), (0, 4), (3, 3), (0, 0), (4, 3), (3, 2), (0, 2)]","[(0, 0), (2, 0), (1, 1), (0, 1), (3, 0), (3, 2), (3, 3)]",Public
1733,"[(3, 2), (1, 0), (1, 3), (4, 0), (2, 4), (0, 2), (1, 4)]","[(4, 1), (4, 2), (2, 1), (3, 0), (4, 4), (1, 0), (2, 2)]",Public
1734,"[(4, 0), (4, 3), (2, 2), (1, 4), (0, 0), (2, 1), (1, 1)]","[(3, 0), (0, 4), (0, 1), (2, 0), (3, 3), (0, 3), (3, 1)]",Public
1735,"[(0, 2), (0, 0), (2, 1), (1, 4), (3, 3), (1, 3), (2, 4)]","[(3, 3), (1, 1), (3, 2), (0, 4), (2, 0), (0, 0), (1, 3)]",Public
1736,"[(4, 0), (1, 1), (3, 2), (1, 0), (4, 4), (0, 2), (1, 2)]","[(4, 4), (1, 3), (0, 1), (3, 0), (3, 3), (3, 4), (4, 3)]",Public
1737,"[(3, 0), (1, 3), (1, 1), (2, 3), (2, 0), (2, 1), (1, 4)]","[(2, 0), (4, 4), (4, 3), (4, 0), (2, 1), (4, 2), (3, 2)]",Public
1738,"[(1, 4), (2, 0), (3, 1), (2, 1), (3, 4), (0, 4), (1, 1)]","[(3, 3), (1, 1), (0, 3), (4, 0), (2, 1), (2, 3), (2, 0)]",Public
1739,"[(4, 3), (3, 3), (4, 1), (0, 2), (4, 4), (0, 0), (0, 1)]","[(1, 1), (4, 2), (0, 3), (3, 3), (0, 1), (1, 3), (0, 0)]",Public
1740,"[(0, 4), (4, 2), (3, 4), (2, 0), (2, 3), (1, 1), (1, 4)]","[(1, 4), (2, 3), (3, 0), (4, 3), (3, 2), (2, 0), (4, 4)]",Public
1741,"[(0, 2), (2, 4), (0, 3), (2, 1), (4, 3), (0, 1), (1, 4)]","[(2, 4), (2, 3), (1, 0), (3, 4), (3, 0), (3, 1), (2, 2)]",Public
1742,"[(1, 3), (4, 1), (2, 4), (1, 4), (2, 3), (0, 2), (2, 0)]","[(0, 1), (2, 0), (0, 2), (1, 0), (3, 3), (4, 4), (3, 1)]",Public
1743,"[(0, 3), (0, 4), (1, 4), (0, 1), (1, 3), (3, 1), (2, 4)]","[(0, 2), (3, 0), (2, 1), (2, 2), (4, 0), (1, 0), (0, 0)]",Public
1744,"[(3, 2), (3, 4), (1, 1), (1, 4), (4, 1), (4, 4), (1, 0)]","[(2, 4), (4, 1), (4, 2), (2, 2), (1, 3), (0, 0), (0, 2)]",Public
1745,"[(0, 2), (2, 3), (3, 1), (1, 4), (3, 2), (4, 1), (3, 4)]","[(3, 3), (2, 4), (3, 0), (1, 2), (1, 1), (0, 0), (0, 3)]",Public
1746,"[(0, 2), (0, 1), (2, 2), (2, 0), (0, 3), (0, 4), (0, 0)]","[(1, 1), (2, 3), (2, 4), (2, 0), (3, 0), (3, 2), (0, 0)]",Public
1747,"[(1, 3), (1, 0), (4, 0), (3, 1), (3, 0), (1, 4), (1, 2)]","[(2, 2), (4, 2), (1, 1), (0, 1), (0, 0), (1, 0), (3, 1)]",Public
1748,"[(1, 0), (4, 3), (3, 1), (2, 4), (0, 4), (0, 0), (3, 0)]","[(4, 4), (2, 4), (4, 1), (4, 2), (2, 2), (0, 3), (2, 3)]",Public
1749,"[(0, 4), (3, 4), (3, 1), (2, 0), (2, 1), (1, 4), (4, 0)]","[(1, 3), (4, 3), (4, 2), (2, 1), (2, 0), (3, 2), (1, 4)]",Public
1750,"[(3, 4), (3, 0), (2, 3), (0, 3), (0, 4), (1, 0), (0, 0)]","[(0, 3), (0, 2), (0, 0), (0, 1), (2, 3), (3, 1), (3, 4)]",Public
1751,"[(4, 3), (1, 1), (0, 2), (1, 3), (3, 0), (4, 0), (0, 1)]","[(4, 2), (2, 4), (0, 1), (0, 2), (1, 2), (2, 2), (3, 3)]",Public
1752,"[(2, 3), (4, 3), (1, 0), (2, 2), (4, 4), (2, 1), (4, 1)]","[(4, 2), (4, 0), (3, 4), (2, 0), (0, 1), (1, 1), (3, 1)]",Public
1753,"[(1, 2), (1, 3), (2, 3), (4, 1), (3, 4), (1, 0), (2, 0)]","[(3, 4), (1, 0), (3, 3), (2, 4), (4, 1), (0, 2), (1, 1)]",Public
1754,"[(3, 1), (1, 4), (1, 0), (0, 0), (4, 1), (1, 1), (4, 2)]","[(0, 3), (3, 1), (4, 0), (1, 1), (0, 0), (0, 4), (2, 1)]",Public
1755,"[(2, 2), (3, 4), (3, 3), (0, 0), (2, 3), (3, 2), (4, 1)]","[(3, 4), (2, 0), (1, 1), (3, 2), (3, 3), (1, 0), (0, 2)]",Public
1756,"[(3, 3), (3, 0), (1, 2), (2, 0), (1, 1), (4, 3), (0, 2)]","[(3, 4), (4, 3), (2, 1), (4, 4), (0, 4), (4, 2), (4, 0)]",Public
1757,"[(0, 0), (4, 0), (0, 1), (0, 2), (3, 2), (3, 0), (1, 1)]","[(3, 2), (0, 0), (4, 0), (3, 3), (1, 4), (4, 2), (2, 3)]",Public
1758,"[(0, 4), (0, 2), (1, 4), (2, 3), (1, 1), (3, 3), (1, 2)]","[(4, 0), (3, 1), (1, 3), (4, 2), (3, 0), (3, 4), (1, 1)]",Public
1759,"[(2, 2), (1, 0), (4, 1), (3, 3), (4, 3), (0, 3), (2, 0)]","[(3, 4), (3, 1), (2, 0), (1, 2), (1, 4), (3, 0), (1, 0)]",Public
1760,"[(2, 2), (3, 3), (3, 1), (4, 0), (0, 0), (4, 2), (0, 1)]","[(2, 1), (3, 2), (2, 2), (3, 4), (4, 4), (0, 0), (4, 0)]",Public
1761,"[(3, 4), (3, 3), (4, 1), (4, 3), (2, 1), (0, 0), (2, 0)]","[(1, 1), (4, 0), (2, 2), (1, 3), (3, 3), (2, 0), (0, 2)]",Public
1762,"[(2, 3), (3, 1), (3, 3), (1, 3), (0, 1), (3, 2), (2, 0)]","[(4, 0), (1, 0), (3, 0), (2, 1), (1, 2), (3, 4), (3, 1)]",Public
1763,"[(1, 4), (1, 3), (4, 4), (0, 4), (2, 2), (3, 0), (2, 1)]","[(3, 3), (4, 2), (4, 3), (0, 1), (2, 2), (3, 2), (1, 1)]",Public
1764,"[(4, 3), (0, 1), (0, 4), (0, 2), (4, 4), (2, 3), (0, 3)]","[(4, 2), (1, 2), (2, 0), (3, 1), (0, 4), (4, 3), (1, 3)]",Public
1765,"[(4, 0), (0, 2), (1, 2), (3, 1), (0, 3), (4, 2), (1, 1)]","[(3, 1), (3, 3), (4, 2), (0, 4), (3, 4), (0, 3), (2, 4)]",Public
1766,"[(3, 2), (0, 1), (3, 1), (1, 4), (4, 4), (3, 0), (0, 2)]","[(4, 2), (4, 1), (2, 4), (0, 3), (3, 4), (2, 3), (4, 3)]",Public
1767,"[(2, 4), (3, 1), (0, 1), (4, 3), (2, 1), (3, 0), (3, 3)]","[(2, 4), (3, 4), (4, 0), (1, 3), (4, 3), (4, 2), (1, 0)]",Public
1768,"[(2, 4), (2, 0), (1, 3), (2, 3), (1, 2), (3, 4), (3, 1)]","[(2, 4), (3, 0), (3, 1), (3, 3), (3, 4), (1, 0), (4, 1)]",Public
1769,"[(3, 2), (4, 2), (0, 2), (0, 1), (1, 3), (1, 1), (1, 2)]","[(4, 4), (1, 0), (2, 0), (3, 4), (4, 2), (2, 1), (4, 1)]",Public
1770,"[(1, 1), (1, 3), (0, 3), (3, 3), (2, 0), (3, 4), (1, 4)]","[(1, 2), (2, 2), (3, 2), (4, 0), (1, 3), (0, 1), (3, 1)]",Public
1771,"[(3, 3), (0, 2), (2, 0), (1, 1), (0, 0), (1, 4), (4, 4)]","[(4, 0), (4, 2), (0, 0), (2, 1), (2, 2), (3, 3), (1, 0)]",Public
1772,"[(1, 1), (0, 0), (0, 2), (1, 3), (4, 4), (2, 4), (4, 3)]","[(1, 2), (1, 3), (0, 4), (3, 3), (0, 0), (4, 0), (4, 4)]",Public
1773,"[(4, 2), (2, 1), (2, 4), (1, 1), (1, 4), (3, 0), (4, 0)]","[(4, 0), (3, 4), (1, 0), (4, 4), (1, 1), (4, 2), (0, 1)]",Public
1774,"[(1, 0), (3, 4), (1, 3), (4, 3), (2, 2), (3, 1), (3, 3)]","[(1, 3), (2, 1), (2, 3), (3, 3), (4, 2), (0, 4), (1, 0)]",Public
1775,"[(0, 4), (1, 2), (2, 1), (4, 0), (0, 1), (3, 2), (1, 4)]","[(3, 3), (4, 2), (1, 4), (0, 2), (2, 1), (4, 1), (4, 3)]",Public
1776,"[(2, 3), (1, 0), (1, 4), (3, 3), (4, 4), (0, 4), (2, 0)]","[(0, 0), (4, 0), (0, 2), (4, 4), (1, 4), (3, 4), (2, 2)]",Public
1777,"[(2, 1), (4, 4), (0, 3), (1, 3), (3, 3), (4, 0), (4, 1)]","[(1, 3), (1, 2), (2, 3), (0, 1), (2, 0), (1, 0), (3, 0)]",Public
1778,"[(4, 4), (4, 1), (1, 4), (0, 2), (3, 0), (0, 3), (0, 4)]","[(3, 4), (0, 3), (3, 3), (3, 0), (1, 2), (1, 1), (0, 1)]",Public
1779,"[(1, 3), (2, 3), (3, 3), (0, 4), (4, 2), (3, 4), (0, 2)]","[(1, 4), (0, 0), (2, 2), (2, 4), (2, 3), (4, 4), (3, 4)]",Public
1780,"[(1, 0), (1, 2), (4, 2), (4, 0), (2, 0), (3, 2), (1, 1)]","[(1, 4), (2, 2), (2, 4), (0, 0), (3, 3), (2, 0), (3, 2)]",Public
1781,"[(3, 2), (0, 2), (1, 2), (0, 4), (0, 0), (4, 4), (2, 0)]","[(4, 0), (4, 2), (0, 4), (0, 1), (2, 4), (4, 1), (3, 0)]",Public
1782,"[(3, 1), (4, 1), (3, 2), (1, 2), (2, 4), (2, 2), (4, 2)]","[(4, 2), (0, 3), (0, 4), (1, 0), (0, 2), (2, 4), (4, 4)]",Public
1783,"[(1, 4), (4, 4), (3, 1), (0, 2), (3, 0), (1, 2), (4, 2)]","[(4, 1), (1, 0), (2, 3), (3, 2), (2, 0), (0, 2), (4, 2)]",Public
1784,"[(3, 3), (1, 0), (2, 1), (4, 3), (1, 4), (3, 4), (1, 3)]","[(0, 3), (4, 4), (2, 2), (4, 0), (3, 2), (1, 1), (3, 0)]",Public
1785,"[(1, 1), (2, 4), (3, 4), (2, 3), (4, 0), (3, 1), (0, 4)]","[(3, 0), (4, 3), (4, 1), (2, 1), (1, 0), (2, 2), (2, 3)]",Public
1786,"[(2, 0), (2, 3), (3, 0), (4, 2), (1, 0), (0, 0), (4, 1)]","[(1, 2), (1, 1), (2, 3), (0, 4), (1, 0), (3, 4), (4, 2)]",Public
1787,"[(3, 2), (3, 1), (2, 0), (0, 3), (0, 1), (4, 1), (1, 1)]","[(1, 1), (3, 1), (0, 4), (2, 0), (3, 3), (0, 0), (2, 3)]",Public
1788,"[(2, 4), (0, 4), (2, 0), (4, 2), (1, 1), (0, 3), (0, 1)]","[(0, 0), (1, 2), (4, 3), (4, 1), (2, 1), (0, 1), (1, 4)]",Public
1789,"[(4, 0), (3, 1), (1, 3), (1, 0), (4, 1), (2, 0), (1, 1)]","[(1, 0), (0, 0), (3, 4), (0, 4), (2, 0), (3, 0), (2, 4)]",Public
1790,"[(0, 1), (4, 4), (0, 2), (1, 2), (2, 4), (0, 3), (3, 3)]","[(1, 0), (4, 1), (1, 2), (2, 0), (4, 2), (2, 1), (0, 3)]",Public
1791,"[(3, 1), (4, 4), (4, 3), (1, 2), (4, 1), (2, 0), (1, 4)]","[(1, 1), (0, 4), (4, 3), (3, 3), (0, 2), (1, 3), (4, 2)]",Public
1792,"[(0, 1), (3, 4), (1, 3), (4, 0), (4, 4), (0, 3), (4, 2)]","[(0, 0), (2, 4), (1, 0), (4, 2), (3, 1), (2, 0), (1, 2)]",Public
1793,"[(1, 3), (1, 4), (4, 2), (2, 4), (3, 4), (1, 1), (4, 3)]","[(2, 2), (4, 1), (4, 0), (0, 0), (2, 3), (3, 2), (4, 4)]",Public
1794,"[(2, 3), (0, 4), (3, 2), (3, 0), (3, 4), (1, 2), (4, 1)]","[(1, 4), (4, 1), (2, 4), (4, 0), (2, 3), (0, 0), (1, 0)]",Public
1795,"[(2, 4), (2, 3), (1, 4), (4, 2), (2, 0), (3, 1), (1, 3)]","[(3, 1), (0, 0), (2, 3), (0, 3), (2, 2), (1, 3), (4, 4)]",Public
1796,"[(2, 3), (3, 1), (0, 3), (2, 4), (1, 2), (2, 0), (0, 0)]","[(3, 2), (4, 0), (0, 3), (1, 1), (0, 0), (4, 4), (0, 1)]",Public
1797,"[(4, 3), (1, 0), (0, 2), (1, 1), (4, 2), (1, 4), (1, 3)]","[(3, 0), (0, 4), (1, 1), (1, 3), (1, 0), (3, 4), (3, 1)]",Public
1798,"[(0, 4), (1, 3), (3, 3), (4, 1), (2, 4), (4, 4), (0, 0)]","[(3, 0), (1, 1), (3, 1), (0, 4), (2, 1), (0, 1), (4, 4)]",Public
1799,"[(1, 2), (3, 4), (1, 1), (0, 0), (1, 4), (1, 3), (2, 2)]","[(4, 1), (0, 1), (3, 4), (1, 1), (2, 0), (0, 2), (0, 3)]",Public
1800,"[(3, 2), (4, 0), (2, 1), (3, 0), (4, 2), (0, 4), (3, 4)]","[(1, 3), (2, 4), (2, 2), (4, 2), (2, 3), (3, 1), (2, 1)]",Public
1801,"[(2, 3), (2, 0), (3, 1), (4, 1), (0, 1), (0, 4), (2, 4)]","[(2, 0), (2, 4), (2, 2), (3, 4), (4, 2), (0, 3), (4, 3)]",Public
1802,"[(0, 3), (3, 2), (4, 4), (3, 1), (1, 4), (2, 4), (1, 0)]","[(2, 0), (2, 2), (1, 2), (0, 1), (4, 4), (4, 3), (1, 0)]",Public
1803,"[(2, 0), (1, 2), (4, 3), (1, 3), (4, 0), (3, 3), (2, 1)]","[(0, 0), (1, 4), (0, 3), (0, 2), (2, 3), (4, 0), (3, 1)]",Public
1804,"[(4, 1), (2, 1), (4, 3), (3, 1), (1, 0), (4, 2), (0, 4)]","[(4, 0), (0, 4), (4, 3), (0, 3), (1, 3), (2, 1), (1, 2)]",Public
1805,"[(3, 3), (1, 4), (1, 2), (3, 0), (3, 1), (4, 1), (0, 2)]","[(2, 0), (0, 1), (0, 0), (4, 1), (2, 2), (4, 2), (1, 3)]",Public
1806,"[(0, 1), (4, 4), (3, 4), (3, 1), (4, 1), (4, 0), (2, 0)]","[(0, 0), (3, 0), (1, 4), (1, 2), (3, 2), (3, 3), (4, 1)]",Public
1807,"[(1, 1), (4, 0), (4, 3), (2, 4), (0, 2), (0, 3), (3, 3)]","[(4, 1), (1, 3), (3, 2), (2, 3), (3, 4), (0, 1), (4, 4)]",Public
1808,"[(2, 1), (1, 2), (2, 4), (0, 4), (4, 1), (3, 2), (4, 0)]","[(1, 1), (4, 4), (2, 2), (4, 1), (1, 4), (1, 3), (3, 0)]",Public
1809,"[(4, 4), (0, 2), (1, 2), (0, 1), (3, 1), (1, 3), (2, 1)]","[(2, 3), (4, 0), (1, 3), (3, 1), (4, 2), (3, 4), (4, 4)]",Public
1810,"[(4, 1), (0, 3), (3, 2), (1, 1), (1, 0), (4, 0), (3, 3)]","[(0, 4), (4, 0), (4, 4), (3, 0), (1, 3), (1, 2), (1, 1)]",Public
1811,"[(1, 2), (0, 1), (2, 1), (2, 2), (1, 1), (0, 2), (4, 2)]","[(3, 3), (4, 4), (2, 3), (3, 1), (2, 4), (4, 1), (2, 0)]",Public
1812,"[(0, 4), (0, 3), (3, 1), (1, 3), (3, 3), (1, 4), (2, 3)]","[(0, 0), (3, 4), (4, 3), (4, 0), (4, 2), (0, 1), (1, 4)]",Public
1813,"[(0, 0), (1, 1), (2, 4), (2, 1), (2, 0), (0, 2), (4, 1)]","[(1, 3), (0, 4), (1, 1), (3, 0), (4, 0), (2, 2), (0, 3)]",Public
1814,"[(0, 3), (2, 3), (2, 1), (1, 4), (2, 0), (0, 1), (0, 4)]","[(0, 4), (4, 0), (3, 3), (1, 0), (1, 2), (3, 4), (0, 0)]",Public
1815,"[(2, 1), (0, 4), (2, 3), (1, 2), (3, 1), (4, 2), (1, 0)]","[(4, 2), (4, 0), (4, 4), (2, 3), (0, 0), (3, 0), (1, 1)]",Public
1816,"[(1, 3), (0, 3), (4, 0), (1, 2), (2, 4), (2, 1), (3, 0)]","[(4, 4), (0, 2), (4, 2), (2, 2), (3, 3), (2, 0), (0, 4)]",Public
1817,"[(1, 3), (0, 2), (0, 3), (1, 0), (0, 0), (2, 0), (3, 2)]","[(1, 4), (4, 4), (4, 2), (0, 2), (3, 1), (1, 0), (1, 2)]",Public
1818,"[(4, 1), (4, 2), (3, 1), (1, 4), (3, 0), (3, 2), (1, 3)]","[(2, 2), (0, 4), (2, 3), (1, 4), (1, 1), (1, 0), (1, 3)]",Public
1819,"[(2, 1), (3, 0), (2, 3), (4, 3), (3, 2), (0, 2), (1, 1)]","[(1, 2), (2, 1), (0, 3), (4, 1), (3, 3), (0, 0), (2, 4)]",Public
